Iteración,v,Función,Derivada,aproximacion
56,31.65321946591711355515638737956828586075253964055348590170228297634872406831831450435149658349458233481230052902614632689924337829795234362209791019525702429437122194920737039072697604816313507993284361440357206298150904003081711061117188338421373903866699892938070942724283544245247559866129276198855768614120576292984221940418522397652308292343469655065179934895585186700255023382619939191431330823404946328718864280981147419469960622204681578389136787931579602871734175083660641369663973710107774383041446703333654504795001401336896828277089712661385538268646665184779505829816932465173207519221139921493561671196217110023249290439127180039089595964651130700366933681178463095204473418474068844201866142097334325498041712254248396807545873988639293539506270454709570558910609071858835686523182216492964362264990164356941771174865221629216463114047272854470938131069980785954964158639530619822057953840941043043010102935437897864852171611379369326380377033632616224468131233595230778101786193813136,-7.00000000000021711618238216181398170437239000547648035092701360385623137942205954433610480447024627936420033412019560804478625863278283793753440838655351231024397193831481105036208346780982067464073504245293733533050626303197904210254279689161794030435709826985579929680515029894372588971379019173256718547027476086711990629828164397374424712839028137818321900519398082836650831630805849542222706720804194337660912901608513811669068880342684583373495893946547676486368093860302844145765031619514781080826500920980769162108084762343205461243521027395263550140909979854252076071743528112171862912620253318358993774574019547115616996493640821214982765643740347942883290272523366067714055443144642310940377141255826852130955598519510409836953921683514026000316981438407663394731032154602751214462155638268061617788234207859737455173461404816756515845399350573431090201158572883083402514885439908691709775469599144841561210682324616992466712813487445095822635719596273439226611932665290594961677288064905,3.475159931786655723048490762997783344569994838793218170242587987686359011022388448821408383790750394291923328558569744899092385189872334398628095138916456181739056797688557311167666386255348419987747660854936278361756885168148189339739163146373581905154965840296177530045261699377897449042635900516143414542068150883400275347865976797534346872233048826197014546249009846902678787785604328452128768309601518148830661646100311630643373362534369414484856064537729758234865126874371609002542908934149605262697838519035458975161606445869476069012797673968170802179942173483037998110365598733055146948727974097772238885444708417102191195591418734146139243670211060160012459181512257922187884853375325444118155956426933700492990466768153042112905564200334746955440633357964200227671640745392641061250688590262925289523599294282105860157659078965076790029539182515696199791635327404234625298605111737808905389428318823326951389897020328699781330754143097598843290190562180471747100819985962073333852624736036,33.66751525011181794835490871263792151709137170360303061932179321919583325825935156079167691084968570214510688777912145387782526247788701400260525530188417252706314710333511708760884775942987625199024874239166912838069792670499063955597537603295695297346310755227930714244523048137192095231361904256088535605588520580779189841193199963403543729599208726855991221660948931831910367991942253818332634307690962325589028584084311071751764082778051085320626363882570196608666184056647608581539629218148754728456396678131554144930006069913710133615974746280623540366296742183784670483011744176495148096904233718257447872914870858361049866185529303522422375333958450411890377596144377632992247411460303816724394376862595777927087122564047397944746712048216242936113844969818335749473597074860209044252069914563679792131765898737282086104999689296802279184987945085093909165335040543091690083576626069016955703840369092982132307653227242805625472242253487028586242694307247891826263946865980322879388635834363
57,33.66751525011181794835490871263792151709137170360303061932179321919583325825935156079167691084968570214510688777912145387782526247788701400260525530188417252706314710333511708760884775942987625199024874239166912838069792670499063955597537603295695297346310755227930714244523048137192095231361904256088535605588520580779189841193199963403543729599208726855991221660948931831910367991942253818332634307690962325589028584084311071751764082778051085320626363882570196608666184056647608581539629218148754728456396678131554144930006069913710133615974746280623540366296742183784670483011744176495148096904233718257447872914870858361049866185529303522422375333958450411890377596144377632992247411460303816724394376862595777927087122564047397944746712048216242936113844969818335749473597074860209044252069914563679792131765898737282086104999689296802279184987945085093909165335040543091690083576626069016955703840369092982132307653227242805625472242253487028586242694307247891826263946865980322879388635834363,-7.00000000000023093266671557207344561981373941241193138765547973193747313942003513634754746558283208973927648816714030676959442335304485997627529373359049939064263891977464843274075262206327513395150448941118010944805164075861068200300839052436895442328626686317036408496702756034822442751890232119100094538518752778969573462289197789477373265299827513049797926136464414585207014396456836974688632459962664893433941764066244587321688694403110188706106464378292953059157885302711397960649981377523878600243309103504271031068695537440420510038646585804791686418885421213468421848054902441679432099882176504767144056205343591371801369100551862897219719304022233794994719840715666376834598769926374217259140358377269753724888446039940652916171913996580711843209849273433742775342324305663619105091067956489407523734731556674207118231259277019933019614968655071192604950369899032487949037226705867675070070298484036990645650466830644968068349953375962313062383584910851307550277200348439061001826938941857,3.267244380312251080739330950622294455839882314208678121474532419290178895383485867971613168819678904753279585728911528077244138361212853958210634130226233434087636803637728741277612532446487517701206341622053953044890421445687559035111849552433083973683793686983284030583353751829978785944092256612069723581679482171366710147134814510845181162635240170267415077365449057631016383524307051507306041442232958890486286078599635328630699518249838335992288122681636909097984643938949011091183801183063365618583344960101703004293146864446551933967194066628305228652384180839344104740784628070843382203804059555720314175267162085422368851729688398012930601422682760664907326735149945332838777960314121833888569851687005782399821283791914268615436703926199588719528402680694519841226932888748311060777963562279829108847202766627072445042091350022110952959748862047039033910424842229879704447738189176448554888408268887492898288947541952895179343574667941237114391141579220741662472682687093156126480049876061,35.80999349330072804321915491717336004056877522527980137702327208738585527223615749368383146715880801556741425324300799201261896006393693971796404772489603367263673108832833946051850962933799590261998741570474174560635422185509624565889995294094871574130459404010669256389258522396828242652922273332882842362954725904334707271787063249239704602487098901807844016553375135330785694084069999597836025075125024833142875571738345061077013380649582456851165940512452647142208717461387752219748414993485101349888045668315508986726743086749202868862490433834366891581603024284150018586918233364227331438946697215313877633462453810239677670096812727608751721832907081158440848947823097160178533564097567227116018236214889198654695436465616405337966275025482917221337097607156612311672381708710066370258006943181620206039023150403813724950685916503329012902095721686821899922034602933310890388988335385304114454979466063258689311440920675596224263684637354131896944711697255406918733427762653989434198542338867
58,35.80999349330072804321915491717336004056877522527980137702327208738585527223615749368383146715880801556741425324300799201261896006393693971796404772489603367263673108832833946051850962933799590261998741570474174560635422185509624565889995294094871574130459404010669256389258522396828242652922273332882842362954725904334707271787063249239704602487098901807844016553375135330785694084069999597836025075125024833142875571738345061077013380649582456851165940512452647142208717461387752219748414993485101349888045668315508986726743086749202868862490433834366891581603024284150018586918233364227331438946697215313877633462453810239677670096812727608751721832907081158440848947823097160178533564097567227116018236214889198654695436465616405337966275025482917221337097607156612311672381708710066370258006943181620206039023150403813724950685916503329012902095721686821899922034602933310890388988335385304114454979466063258689311440920675596224263684637354131896944711697255406918733427762653989434198542338867,-7.00000000000024562838187019934445827524016877964475136360985795452790257186304068035191233558496540976896185423716282646333255201096303487808145928572292058255609348470711739802938580168435832404372181058682477844253778240784432371646607098578040424312982736964703319017861339415729521252375356293375626493463699509447108882790296454552284584131271611509025165091166914215511778840210374960865485553903194055257184270978344318769472879050622554304041036944664617279701587141986636625312210166365111825606508287490313070316640131593352122042874993975909124234752141874680290546976676490712191880811787030309287992987860802693659015673592823488508806754107927629750543483238353416704192813887736781094600529986196225351184247901577293045652611191756512570839171901454660629643973812260063022431199852489911660211934976393513837326385283135669472799011813123606338523577680814521717041146623713288618034163960636098721254402603136003277369334206737873642656535208842177983884081319062400745921083640220,3.071768220806400562329009759520903157887221596612419242035797511469100158509275557895853654699078444984983644343885782967516441376389073581541808328869208963948660036312173635914382896736819535752660512340407301277470798845854458830282190575930218837248368266378307795557402794747382565241403439215832974098552175339060367277313159374623189893674227422339619544024314046750450160291787458767398219956600148778988669243775529420676891613883632816165224358796186054898266276391570627744869385694360850307478536551843716892365815062035586579258217579151806416728645394872462895022103701052535319461187367758941654823458616195694684852693358415689961093306419802338257902862052861549628638881329637387000135117183521444885050306421998195067199982629156505736602540159534873789955065743248343133778355395701413996115357028435059048824200308153599056085583669757904244754202302304523818817374987727455764072203493423315053501415460574530633501529944487222560245446845068567934293354257405138944069121994428,38.08881126105620202198781254021753844015941115815842802550616963163863978592512471309897028176938801656069067155994498474561564370146119756688418996986069666281477555919008231825420761243479484479170721862656529009042080763873125670818371187186554180337076892024922539886617149477370932809612192481697951161564801628313751958011288847467420102575099627680761271241070622988919234637950997008371125532980005143496996813824774441494468459336920007587806564937656372674730750494550085734966073324419546876119862652526620729421260849926187248699500999118697510384693025176453126792218595036606802487166786926233501454911265539415173007399271285136970660087386103017954100419346808472803927950879753186801694431642150050493261846620659602650366014758491254759266149465097033547027774826241047502803918004724859411263315513923727380853075586013516473716967402173253934725045203043556857621238506970977662988304548412792938111459900623012307253672482810869491896089051058983418366227711962940655537487859853
59,38.08881126105620202198781254021753844015941115815842802550616963163863978592512471309897028176938801656069067155994498474561564370146119756688418996986069666281477555919008231825420761243479484479170721862656529009042080763873125670818371187186554180337076892024922539886617149477370932809612192481697951161564801628313751958011288847467420102575099627680761271241070622988919234637950997008371125532980005143496996813824774441494468459336920007587806564937656372674730750494550085734966073324419546876119862652526620729421260849926187248699500999118697510384693025176453126792218595036606802487166786926233501454911265539415173007399271285136970660087386103017954100419346808472803927950879753186801694431642150050493261846620659602650366014758491254759266149465097033547027774826241047502803918004724859411263315513923727380853075586013516473716967402173253934725045203043556857621238506970977662988304548412792938111459900623012307253672482810869491896089051058983418366227711962940655537487859853,-7.00000000000026125927889830289073925397795475734516444500985314880880825883683062398602978144165137290906746208892039251264760403468507473361037850567088350160067441635149839185261120320922239664264257783027408720833190188422061094144710321515369696123003097887611628693409808984798017745192755004210246662460873669926555836161530912459277757261814049068874413439265383723498212656968635369980274467762690413227938820817278524257855594195512758848783342980286694551689097309669022347197571589028969183104118707311956734694688101378643972100163842458686069626978004128222548656072732456160905417603248233598152037130571660987226528152431822851833375834983214710057252543261859630465226279164199838082627133045824860912065572482266391506755138434186432630461122827447039019705983287756409612258538869918081726417021521759882614483333241546195967198640265131656664150407689102187295526340242846682391905852976787593799931163452150357286981488094027206679951220223068215591909375625279715405791371009590,2.887987216142780416815032571328110758124624919144282259151565618768626792822026341914870736237115730893680077604824005594689320118616646167569053432750871454529051250996562615334359142540640704235261159336178681718026311090034686890423784446971964001760133958713807554049614487087627126463070641233179595613185481487958765606498763113512177712332390401342271393612935672425986165839548463117334061150245737786043817653347363219391927107575599989915313228215108335308882842087976969208910262043636111147175820774409839587630572097755760908339095950715894259553914437993163110656906752446076999253444677627866185786210080473880158692258038274308192010698822544351285442389545292093354399615578244644401583637976463320322347558935835298430845889038845173887621912642629938610817773816642110712626385636720660267571765211425859092093595746829271321704384843310436969120214491826574804367195333858095719640629442515625557772394539909787466241448805803469230867157218105274692651396491048144222069872341607,40.51264470494156626726732839504023010161899894890391573012895041200161064752203478307854023988466800680534574192755543876235776409633355028424316202264219575212320620708255068522256097748130353131081247194999147343790750198187472409289841526200782120154020454830918163940160504030933510793687186859558469236390286587776669463238837167014140741067872995848875350392637847081005174777755102980962486727548692230701254476756596763815177069428997514192849238414102436511056473839564626595660058785008945279541015710212575097431849842924853127867193834085798753142735007638054802176975597017549686304489663874373750925220586286239987336615051209522617191660305005698662608122073529186876640875870871354878007724687923267708786835329156739193259071316322166968584790723441523444236145066631173313078929111303818268683641236272535707727955949613724567569302146611566799898753068815340498601001729836277217882408769827377605382861775300972038885263538785778618579208418197121925908806176977395477543256470435
60,40.51264470494156626726732839504023010161899894890391573012895041200161064752203478307854023988466800680534574192755543876235776409633355028424316202264219575212320620708255068522256097748130353131081247194999147343790750198187472409289841526200782120154020454830918163940160504030933510793687186859558469236390286587776669463238837167014140741067872995848875350392637847081005174777755102980962486727548692230701254476756596763815177069428997514192849238414102436511056473839564626595660058785008945279541015710212575097431849842924853127867193834085798753142735007638054802176975597017549686304489663874373750925220586286239987336615051209522617191660305005698662608122073529186876640875870871354878007724687923267708786835329156739193259071316322166968584790723441523444236145066631173313078929111303818268683641236272535707727955949613724567569302146611566799898753068815340498601001729836277217882408769827377605382861775300972038885263538785778618579208418197121925908806176977395477543256470435,-7.00000000000027788486937364938361380279626015179262278106471040417703680592265228319324356936373239128572093071576213944897851290963691973710926169737947279587647187456929550909775988992886668641254775284033903030435765773075406090214998056974179790020028004609269111785733841620763749037594404191776012516651417931025101379823331763749772043141084265088712333806085275122637901196536628707187603387415910113692195619882568757858236640145169858323510392786761586234158476832425867230463927105656141712670405783886662438307148866928921883892179942329833019005720115082624798478063068201297537112992061161606834189129382103715074194229238794668215527038558407714704814613976705892602663810953463606190277756378825137803188389854733264061057663224991375027721598109168508285038772978327313396001090320078883151942273247568016892930768855548454151634987559159067045749409475602783744069640745122848648155833030643429621026049468653052852687780706638345811158285421602159052230997295829991450170589933703,2.715201656202624724451464274760199554330773909952646681300998708611670153612495689518829888050989176853125419861943906843313792891065381183321426766856066925321856897449342292914475584821192347895525031584564567934001800099500001109106727978975504249471119026019366244766492436509952662520914252975716401155487275082591234222092386136389233692808236720448700883775263813373775738503524317697686139143212070022960899941824200690499085040200350728385267104474161810040225905021274152662562485376711174112666874893602752159972480077253936136645005127724509707149551961859643033267827698412941571230250604535540085963782556611722920114864046802725183046286358367136860667648084254614670468192606198514983051034530836167375662788509493027476960030110318194975487100890353003440433206625107365672744721892067542963398815373285293099832021705930006057581113419216395522824911803092488749839308600809047268047809561788930203048414588185425706062527377609755110184324577001953582867413418102260499770435835558,43.09072209525599515035075944920766088558850823306567444764349576711526833464845058211343547078542114576767815530987421476101045273698198990679165001286703012653043474306011463416119490926489043505615256233499846320009432692280026107579483240348503927909357134289585068263303783070134509586532873396392167567226978854729317068366524888244404055542767395523695965486324650352448354022197609236546168921401454419790618810374271111813590558059953102209320684681587609048979340784735580609890255920400151151391059117592292930843967929206096974588710769961827130722062196203003170591499354480101321572578576012609051312669502593744252306815070463179029291351745774267478356232821710176871714930377658040549764749326390484091326331144960882451745237643235202430831762261963748760061958880846905820370503919031395672439789980393191981372915835224964936174493036693927541691148602300412809940429459800917207251855155622297929787532915174029087562115681514920398254623543324873565276054554370814124383616342743
61,43.09072209525599515035075944920766088558850823306567444764349576711526833464845058211343547078542114576767815530987421476101045273698198990679165001286703012653043474306011463416119490926489043505615256233499846320009432692280026107579483240348503927909357134289585068263303783070134509586532873396392167567226978854729317068366524888244404055542767395523695965486324650352448354022197609236546168921401454419790618810374271111813590558059953102209320684681587609048979340784735580609890255920400151151391059117592292930843967929206096974588710769961827130722062196203003170591499354480101321572578576012609051312669502593744252306815070463179029291351745774267478356232821710176871714930377658040549764749326390484091326331144960882451745237643235202430831762261963748760061958880846905820370503919031395672439789980393191981372915835224964936174493036693927541691148602300412809940429459800917207251855155622297929787532915174029087562115681514920398254623543324873565276054554370814124383616342743,-7.00000000000029556845197015428248558974444147720297203611493212173158000735552212231356972346412954098400829535280138229798766327196344896513132066419997905271053914682785742547474398772906822722479107115824913327606962017177978537751798548775907415354604908945784979537804277899133697401502211161644949764305462143434554228939846651282901250860828448910193644041810137503013408600266723512075730559852318737589053810969821341199000321168921717060347589828204123104415906429744912246780413880078690474945979231114633257136918024878488557977676562636195947254041307858393644882510239675353007026158839691553424358437390814267144071869886862411076196837368732178471981853366741428272278931454141226768029123420723035160533956754174702324162513358614628674071292964573837549016245824138821725999784059297354185922387619882953756941588149257926282862569233767560761291372216490070087039187117171157204748297693376878887620437824257969853966389128245077829099766507165220670301325105737384244486058735374,2.552753693865726210263494081430858151868069584160276350111950198005253346872948528856336983225123137875569867092860398051373908310269755059601035020644576594895367130156342470302794243595833099846496073086429570032877669237264564764145251242534993858875053548879418829583853058026972299206246519767051381265726108246296916369557386177805903657965901421307958696955080825623003637229380317521691758035283633495971821428056450268768039200391517342347367673655191629322923690109544590220100222084749521211023223158748575988888439164509225011270509005481557271811693497783340929015739959596895597133555395796557474765432794590505379592608272379507443201105771142288756323748327314912369764366239757699656165603403873557850924343945679770971251267188583206875097813130049748350708772057585182327855708381840082477617742272997750888483403609306822599540488388818208113463370630373667730332956198507658685901697430245434788938656023031739091735570261082765048956231246363374019447053740389290000884168773019,45.83285895586315589615432951957473038319037779558773880711749200500560897181549412726650998048456071373775609619547743013358477748559829355738295983410354929943892603480081640782338317974166584375478863481539225704179263295050750285109498243391871057227374628694135309579358687430760417470545135244524917737051964418251700994908379357787456871658841956173050500739421917859499499025839210288963845812424158169007476909674064418218909715465256014055895854563172864376779409054514671163252646218247664790466674962059325878810490800103380435579430218124977965670769789447299721011780471127584385663339668113606735583421174780044436735556381761981232160673919010559369467835561485301939983983203781300812809249913950845617581579931693652716668282754824230366336988478648664422978153300461207635436760891582378866507681967812244173542663325672323454213793333353140217834074450624862188940571353384219295401818338912709832096910304302702218085062761667438535321321038584726868365642577859658950332862917896
62,45.83285895586315589615432951957473038319037779558773880711749200500560897181549412726650998048456071373775609619547743013358477748559829355738295983410354929943892603480081640782338317974166584375478863481539225704179263295050750285109498243391871057227374628694135309579358687430760417470545135244524917737051964418251700994908379357787456871658841956173050500739421917859499499025839210288963845812424158169007476909674064418218909715465256014055895854563172864376779409054514671163252646218247664790466674962059325878810490800103380435579430218124977965670769789447299721011780471127584385663339668113606735583421174780044436735556381761981232160673919010559369467835561485301939983983203781300812809249913950845617581579931693652716668282754824230366336988478648664422978153300461207635436760891582378866507681967812244173542663325672323454213793333353140217834074450624862188940571353384219295401818338912709832096910304302702218085062761667438535321321038584726868365642577859658950332862917896,-7.00000000000031437735345916403042897974797988359261446286192760397017119771503636973746826629554558819028077534881119676788087661220354984870126443567177274684956987755784477330316071874426634957615880768189513691994058493465910304414273464938773684858860654746081961822425856390341681247973581444219593414207524778710866327327178636155602482918571005939570209519647936211028260658941130718542384462196362573738864154928893096273080977208783963626371347560933741659464560962713871350294195389436479182255866443165646761567717189763229659688491774274593732733331061610376462280799757081631528979389972303301108037874793463680286422000116644040295884252795055632341526794031344688013845920009359796029282688873168289373389941954507390215912325185295947621233077421742235585699771269637326929231506556220993792734990897718907239103780598980595177412454351199625432078941781036625457950045799959905306984459449183431720292870094150154466969678430823379576182960880903819090857537989761699042195249779958,2.400024840386590855044034925335957745086110016447437130960255892627227406387892441813237194859090239113418248933851089661379231879041268164031925823076034659778520399045891122991887399460643679238986577146283867403066601501029283689606725053226002742692336841287618905358516189160754983804129180302568589934148665713395728270036100961429944766554338371958575456996764757809685319207240290979171826840272244072658160542124749284103757159234832446964873779617929744452197981800931109569089661163996610778843753122898899322061377565511828017521385989412791282465503287975707061705941655564330209636312897564308347956210944790446278944478888122259211555586569452553332718843218824956123481213428275097201538155410160200188709262251019615559272783465658585385534108707035423768683896561095128167364456874562584234432940074396883984461566247081943497318477686932671420657713430044206660597524540998060015360502931641031798015936683597486740418428662129949174960115849799662944809873327256449139080501033229,48.74949543487258539317594384258703396760510134176021358432072505914890090900025582052887874436754989717948685088926889582981752110680818036726969567715802180333316649228916767497503304628204642714429044203774018577167192123600120254036647165430294497717464737245331652949378792331301862177220596386477838155762153296977833973883864616605119687035101135717686407449584546448333461455871468804783069608817909544052438946062435307847177326979402395684120207502576345815731399192270683948614674625426655075593811246455049203354035706791184155023062687279953897249058337933560722340633498647376842627390347345240140580242414356190174511285141897733025421507005525954633634059352322329303149323952568324852945132241310647171412437187944560455682227914503133001287974073513023613900483271737295377800945280820152493182085135904581000969978018774269107837643066819717615219797849416239346334503098861550289869944404357938548729058710966712615591491999122808223233282235148508885849120547306650302111765323300
63,48.74949543487258539317594384258703396760510134176021358432072505914890090900025582052887874436754989717948685088926889582981752110680818036726969567715802180333316649228916767497503304628204642714429044203774018577167192123600120254036647165430294497717464737245331652949378792331301862177220596386477838155762153296977833973883864616605119687035101135717686407449584546448333461455871468804783069608817909544052438946062435307847177326979402395684120207502576345815731399192270683948614674625426655075593811246455049203354035706791184155023062687279953897249058337933560722340633498647376842627390347345240140580242414356190174511285141897733025421507005525954633634059352322329303149323952568324852945132241310647171412437187944560455682227914503133001287974073513023613900483271737295377800945280820152493182085135904581000969978018774269107837643066819717615219797849416239346334503098861550289869944404357938548729058710966712615591491999122808223233282235148508885849120547306650302111765323300,-7.00000000000033438318504292893495369436255522616932435905521386988365950531805104016677327571419975111705863543502798734205282540886356196538827676917476643649244448513017272966371327394047882994372074226162801787327646269480526408813297330666419214555963989450389869039271422202406954524707696574046885692768862937130934116626928007489062276328753310556247422549243585485693336044415775836798463697452243519513084870731479663560763172781041059607768284345094373761277179101440901620219606140567371190051808976727686741037559477351042515312771829347774443236247537908036066674711486057860998823951756012770937710784181410285915658403513737978142388145938226601630596150761069620339207489953140351400445492626308248231018572876773217433912426771350241728135339331958594037204857246669069001518974544011501200495120985028587383121420000228974925470591019612591168529269643844367828894823416690981623347294658157125254732617537243367445680258415661742233784617570170279061896516197738467581600181873032,2.256433610619882401418902385446077190245010488805647422205287325302046981790224258419978540631760765921860965342145990341803595279668074953524696429250383913801886494752574735645285368384246110755718007689988729768686657574061189894972260591433030614428517931579899692318251895072611939401356114026540407218082452065726210021343743614263866280888932133169445844469510659101978920606363215657169602622064433979772781049212837082542012937052475165011942334459533843598580488773768984303657617113323425595257020319973736647564788691011198076670941863589087459586413269055146682721932310921688776360261308695187119554293094789401901425066416309525371302466490068179705560582834539172677823555930786063106562161808097988671553806924560800339455860579151308816628278232131123420233828949493006143443721531458432774436850080651971078597235672120126405213612880654348247613298718615908602844908944628921733221535488441618822203021673899536043520986577086326700823803731059944750866145107178876240530248434218,51.85173605345533643576421037710211649658613270264670540727947669260074593095681893881472484075466536259339443114722698095380012566052181688386015042912804057252379708354967558821661365218333708327640943196306404508768122954891479410040403392943085819392602741210575981374084077342600380293736443470982275150611363679147835370570141338791358643182352235737044071249417167471563623852410680503091187358164568520938179415499098564629554669910783972483859758729882913672163133924516828159097466431557084276507918753524000714394961024723901924819587742229615162504438075269621795959573496703374202196969912586835940347962955708247598384673076563121131765302988071571782798716000014426448000444316041308551810923577035484322341899552563128473291923436542642080331724850701844380104347298732430103388718684365375177517788325855769295271194854736629988998158819220628807554270889557196359232099726142180711915707475063419817491159608233242312101512443921115872052034551215656664323003003773621789247234502478
64,51.85173605345533643576421037710211649658613270264670540727947669260074593095681893881472484075466536259339443114722698095380012566052181688386015042912804057252379708354967558821661365218333708327640943196306404508768122954891479410040403392943085819392602741210575981374084077342600380293736443470982275150611363679147835370570141338791358643182352235737044071249417167471563623852410680503091187358164568520938179415499098564629554669910783972483859758729882913672163133924516828159097466431557084276507918753524000714394961024723901924819587742229615162504438075269621795959573496703374202196969912586835940347962955708247598384673076563121131765302988071571782798716000014426448000444316041308551810923577035484322341899552563128473291923436542642080331724850701844380104347298732430103388718684365375177517788325855769295271194854736629988998158819220628807554270889557196359232099726142180711915707475063419817491159608233242312101512443921115872052034551215656664323003003773621789247234502478,-7.00000000000035566211500020614117987903993947759102470732098273113594260673870046072094440443287087361637703495465915391260049208544954907371983930270971166348697964124915893750979995934884319489423177030609267751853397027255539678941186739631309584031008436600522711738707352856285725326623913229471321863241579523934717816764764990839841175952528534711029988019651519544025697582812203774795180623172147067945283314922388071465977152849115968345246398103923876971311087414528417849311932756571671031890921816564466250633239048211500528274350730607090502137263364619049344108055049741826479208968260666295922651844040097233020459357257306476910508308184453451014223222126717283468023522204317303316966541996779980793068316038960457492313846869384714692775942250427362224908811363835088318562098568460297353593924727265205909810636165900300380286216779826877819774380117852586942601996390120582426426273564931208274080694100396212055867875710283786835711332455448569118323275127634645750495278106519,2.121433309129814624506384612930244914136751248440920361259371076820005705509496694298859620162529410586407134264808024348948705211260282688279338695104621486775145569771044625544264038715100327276480428396294948969291858740665784963161987359039185776697328942816380099901146029384917550255896896719654695785841064872286137494013792665948751840667991767647313009503447097159450717462274862281890721329418464301030797480856173132221356180781604929792263435077385811243543958794808715651987870679767262940665734691295858101397191099257686607963400836807628902660952610738256082557364566752238706036721143174774807371475218853856315088468045323053014803743797551487324621504657164978932962337892226836711665682114864696659881106307123471214648711474948681798015589790705759243366101628929364510600686597921003509844371408953298687028416571518950021290076387722373713697294340275647075761106571348952014270460756516114989382761469916565321628721239755481700064257068424144354785957379551612226237708623786,55.15139198412971054425250190017771044512481822567558473019050283438833000672385937271536041022367812441166571567432236676315931494946197772078981540786745632100223661239087997651373335998654008472804951682474665991447108041051562887731259527544631392586534759064915320392776370004139438013008865023694084632640008360433143507427775353290432890443438617367301147360876988769004288209472156631659844975921594406142104905799319662098312519821427330834100503136495742261776405781409635468259807049279782249303481598759491771961334855945735876559281518663593002101331065613985689199263137859488243514075945736554697719523745364234068663441763668001844311371868107211876310158343222208810563786326480795553598444404692203262031549101977295956191764726267445595211430131374650818425527660850349571416814157701310703872462417608833171831882222174642698007342594800330986418570272218998062140893176577258468524585352278194952863593181021919609894552291364382224522167113263061241905140127550228146982496722487
65,55.15139198412971054425250190017771044512481822567558473019050283438833000672385937271536041022367812441166571567432236676315931494946197772078981540786745632100223661239087997651373335998654008472804951682474665991447108041051562887731259527544631392586534759064915320392776370004139438013008865023694084632640008360433143507427775353290432890443438617367301147360876988769004288209472156631659844975921594406142104905799319662098312519821427330834100503136495742261776405781409635468259807049279782249303481598759491771961334855945735876559281518663593002101331065613985689199263137859488243514075945736554697719523745364234068663441763668001844311371868107211876310158343222208810563786326480795553598444404692203262031549101977295956191764726267445595211430131374650818425527660850349571416814157701310703872462417608833171831882222174642698007342594800330986418570272218998062140893176577258468524585352278194952863593181021919609894552291364382224522167113263061241905140127550228146982496722487,-7.00000000000037829515868203733966762849533941193402942857319176926598634745846740222058936973699536914011440856096432669941987170815779848720819957933459140452364870670553554202218612901618121462418027319151634966310925289716842310703100436383517342926137783553589562365049695381773431592967799360712963508889649001986487162720918835561825277576506320422093771292006930470932555398668122747340732939341298263840972319275504292413143335450196241241261859575955760926492471361763069371749041685777001956340503362017611444192784247611111924837745685894739334853808081381988805932824408549876878310322924719415679228267614241899883439208029930881524822383279924279645468834773962112633011040141586723187955012381518948164699980339351641095365509505292242564649332657510965517858564809163196578883391060900399093111564006602818265760845755019820170654584623374150207083478799815277953100332940715947625974124873612905762114456060163848538622438148737222937494181453359449626989655355348656130698229188119,1.994509948754537227409145681537235137310725839312674436425234654743307938065243591741966908012497112927824631764774528661639840067877374519307992503274202725765781821804313671205064737106746613940301331665566118346296111394413791367278504244418933433297606089436797771972455781447963617221086974017578103221049038101287842931642928349522257631746992798408158713287470775769958461020550456295535987620968110012411602022430000489103999073054778946226675600458175741519025643379595504019736640261207065800152055310394568554571824706626364563591553809777701538100913642354980338125096125132224727079594289755669374044500866261346554058710376967886469228499751004717337464252284867551945572741786394003056624246726892403137022026909867573686685989528348799644279513387313809795142732177075837134280839647483783927020768934900793375603926166640721025554590089363602285614014559094614155958162555385943750611708980663970481395148885383878390986365297311649041135307784746775529674802209060959286313809700042,58.66102601948335559957521976090264406620027820516637351372117164257240279047752233600497433897564188327469972277465198837370190396357353285958240645977439444135676473568605210972403262763026912648882466534492801427821708819423310819985814100577570077797292605758186791664173607207516799220946299341856967924625119106737815808041690448872782937342239633671810678585366668798783934785211134496579117300260535982092641842975869007895553257556482499578703079765561667158251478729311518926276649989189629822905071012869661316285564180089304971235068833438575794818172354951675668900972200399221077399646462444492198869172104494082653689332231769312007416138500023016005357939072585413868314033440423142332831806023946587885911712570655617674046731010515117042180366779834289418006889758459724298756839755505321005061368557912671325733736966423474691630252040440670992289077685921928101027421153468261610383738130084704488480297474981947761947885764953862223043582411962516381440263197808220416567068686636
